Location,Price,Hour,Time_of_Day,Day,Day_W,Month,Year,Season,High_Qual,Position,Seafront
Dallas,322.0912571460322,0,Night,31,Monday,10,2016,autumn,True,south,inland
Phoenix,254.18801732054632,1,Night,23,Wednesday,3,2022,spring,True,southwestern,inland
San Diego,239.7782527061659,14,Afternoon,5,Thursday,8,2021,summer,False,southwestern,seacost
San Jose,155.3243877185286,3,Night,19,Thursday,3,2015,spring,False,west,seacost
San Antonio,231.5039790760856,8,Morning,1,Thursday,12,2016,winter,False,south,inland
Chicago,167.48931806036452,0,Night,11,Thursday,8,2016,summer,False,midwest,seacost
Los Angeles,174.12616918175718,23,Evening,7,Thursday,6,2018,summer,False,west,seacost
Los Angeles,400.8974063911023,20,Evening,17,Sunday,9,2023,autumn,True,west,seacost
San Diego,419.9857116601767,21,Evening,17,Tuesday,3,2015,spring,True,southwestern,seacost
Los Angeles,215.56886975802783,6,Morning,18,Saturday,7,2020,summer,False,west,seacost
San Jose,240.53056564978132,17,Afternoon,20,Friday,3,2020,spring,False,west,seacost
Chicago,159.59734541716048,18,Evening,28,Tuesday,4,2020,spring,False,midwest,seacost
Los Angeles,268.1517372602946,16,Afternoon,27,Friday,5,2022,spring,False,west,seacost
Los Angeles,382.4362527540093,6,Morning,22,Friday,10,2021,autumn,True,west,seacost
Dallas,264.33130946747315,11,Morning,3,Thursday,11,2016,autumn,False,south,inland
Dallas,296.1929427768493,21,Evening,7,Saturday,5,2016,spring,False,south,inland
Los Angeles,203.9748635886025,8,Morning,2,Monday,7,2018,summer,False,west,seacost
San Jose,369.136820222544,21,Evening,7,Saturday,10,2017,autumn,False,west,seacost
Philadelphia,368.8169233829756,20,Evening,16,Monday,8,2021,summer,True,east,seacost
Philadelphia,203.16818969574152,4,Night,12,Monday,2,2018,winter,False,east,seacost
New York,357.1960630773556,23,Evening,12,Monday,1,2015,winter,False,east,seacost
Phoenix,180.1314823379709,16,Afternoon,8,Saturday,5,2021,spring,False,southwestern,inland
Phoenix,158.04532903178452,22,Evening,29,Sunday,7,2018,summer,False,southwestern,inland
San Antonio,293.9246937508699,0,Night,28,Tuesday,2,2017,winter,True,south,inland
Dallas,186.6993105930244,0,Night,7,Thursday,1,2021,winter,False,south,inland
New York,182.3549043782062,0,Night,24,Wednesday,6,2020,summer,False,east,seacost
Houston,195.48962611647383,21,Evening,25,Tuesday,4,2023,spring,False,south,seacost
Houston,208.4892240111961,11,Morning,1,Wednesday,2,2017,winter,False,south,seacost
Houston,275.4863816098324,11,Morning,27,Thursday,2,2020,winter,False,south,seacost
Houston,318.9811387283407,17,Afternoon,19,Sunday,4,2015,spring,True,south,seacost
Los Angeles,368.7759554623796,18,Evening,1,Friday,4,2016,spring,True,west,seacost
San Jose,429.28239337653184,17,Afternoon,9,Tuesday,5,2017,spring,True,west,seacost
Philadelphia,253.51563379348207,2,Night,21,Thursday,4,2016,spring,False,east,seacost
Houston,268.24964501201555,13,Afternoon,23,Tuesday,8,2022,summer,False,south,seacost
Chicago,194.17190040297652,8,Morning,21,Thursday,4,2022,spring,False,midwest,seacost
Chicago,136.7009060445643,9,Morning,14,Tuesday,4,2015,spring,False,midwest,seacost
San Diego,242.33258709127816,19,Evening,10,Friday,4,2015,spring,False,southwestern,seacost
Los Angeles,335.4162639319233,10,Morning,28,Tuesday,9,2021,autumn,False,west,seacost
San Jose,232.3866330744131,0,Night,16,Saturday,11,2019,autumn,False,west,seacost
Chicago,326.737414953965,19,Evening,18,Monday,11,2019,autumn,True,midwest,seacost
Phoenix,258.15456999658034,17,Afternoon,29,Friday,1,2016,winter,False,southwestern,inland
New York,208.21276475538087,9,Morning,5,Monday,6,2017,summer,False,east,seacost
Philadelphia,216.0175582476097,15,Afternoon,31,Friday,3,2017,spring,False,east,seacost
San Antonio,265.0605235098184,7,Morning,7,Wednesday,12,2022,winter,False,south,inland
Phoenix,148.7875579022599,1,Night,24,Sunday,5,2020,spring,False,southwestern,inland
San Antonio,166.32042913342613,16,Afternoon,25,Sunday,11,2018,autumn,False,south,inland
San Antonio,168.61338648461737,5,Night,3,Thursday,8,2023,summer,False,south,inland
San Antonio,260.2084055651534,21,Evening,24,Tuesday,12,2019,winter,True,south,inland
San Antonio,107.40605312100335,12,Afternoon,23,Wednesday,12,2020,winter,False,south,inland
Los Angeles,160.660355273996,20,Evening,2,Wednesday,1,2019,winter,False,west,seacost
Chicago,258.828371559105,17,Afternoon,8,Thursday,12,2022,winter,False,midwest,seacost
Dallas,197.36463801913467,14,Afternoon,17,Monday,9,2018,autumn,False,south,inland
San Antonio,226.57706392214152,7,Morning,19,Saturday,6,2021,summer,False,south,inland
Houston,168.62148075946425,5,Night,9,Sunday,4,2023,spring,False,south,seacost
San Jose,422.8748032444682,16,Afternoon,6,Thursday,5,2021,spring,True,west,seacost
San Diego,353.0637284088477,12,Afternoon,26,Saturday,8,2017,summer,False,southwestern,seacost
New York,170.3238661651188,14,Afternoon,21,Friday,8,2015,summer,False,east,seacost
Philadelphia,333.8154240941089,19,Evening,23,Monday,10,2023,autumn,False,east,seacost
Chicago,352.6997693549403,21,Evening,9,Monday,4,2018,spring,True,midwest,seacost
Philadelphia,375.033261352743,15,Afternoon,6,Sunday,10,2019,autumn,True,east,seacost
San Diego,345.93546344712536,11,Morning,13,Tuesday,12,2022,winter,False,southwestern,seacost
Philadelphia,162.13437590511606,7,Morning,18,Tuesday,4,2017,spring,False,east,seacost
New York,322.8230297521362,21,Evening,4,Thursday,3,2021,spring,False,east,seacost
New York,235.26981865214665,4,Night,13,Friday,2,2015,winter,False,east,seacost
Chicago,352.8511064726993,14,Afternoon,31,Sunday,7,2016,summer,True,midwest,seacost
Chicago,292.19657408678626,23,Evening,11,Tuesday,4,2023,spring,False,midwest,seacost
Philadelphia,288.79905334472903,0,Night,24,Thursday,12,2015,winter,False,east,seacost
San Antonio,239.0176085209453,17,Afternoon,29,Thursday,4,2021,spring,False,south,inland
Phoenix,187.5958258219361,8,Morning,9,Wednesday,12,2020,winter,False,southwestern,inland
San Jose,261.821025431282,20,Evening,14,Saturday,4,2018,spring,False,west,seacost
San Diego,402.02388224319,20,Evening,19,Sunday,11,2023,autumn,True,southwestern,seacost
Chicago,199.6625123502448,16,Afternoon,26,Monday,9,2022,autumn,False,midwest,seacost
San Jose,162.43083951981578,5,Night,30,Monday,5,2016,spring,False,west,seacost
San Diego,252.23524316324807,12,Afternoon,18,Sunday,11,2018,autumn,False,southwestern,seacost
Chicago,309.6816846292013,21,Evening,4,Monday,5,2015,spring,True,midwest,seacost
San Jose,344.5405074146758,8,Morning,30,Thursday,12,2021,winter,False,west,seacost
Phoenix,292.43415509557497,1,Night,24,Friday,11,2017,autumn,True,southwestern,inland
Dallas,133.3644108762103,15,Afternoon,5,Wednesday,1,2022,winter,False,south,inland
Philadelphia,367.0020385796397,23,Evening,11,Saturday,8,2018,summer,True,east,seacost
San Diego,243.27777429593732,3,Night,4,Thursday,3,2021,spring,False,southwestern,seacost
San Antonio,194.80051708438248,7,Morning,23,Tuesday,6,2020,summer,False,south,inland
San Antonio,185.69643089784688,10,Morning,20,Tuesday,12,2022,winter,False,south,inland
New York,184.9356843277324,16,Afternoon,22,Friday,5,2015,spring,False,east,seacost
Los Angeles,209.38300760305285,0,Night,22,Saturday,2,2020,winter,False,west,seacost
Chicago,298.1451766151501,4,Night,25,Friday,9,2020,autumn,False,midwest,seacost
New York,156.90226255370857,5,Night,2,Tuesday,5,2023,spring,False,east,seacost
Dallas,139.45531036498042,15,Afternoon,5,Friday,5,2017,spring,False,south,inland
Dallas,115.546237134097,15,Afternoon,16,Thursday,3,2017,spring,False,south,inland
Chicago,325.7731337576518,22,Evening,26,Friday,8,2022,summer,True,midwest,seacost
San Antonio,223.464965556356,9,Morning,24,Tuesday,3,2015,spring,False,south,inland
Dallas,147.38430566608295,0,Night,2,Thursday,6,2016,summer,False,south,inland
New York,380.6316669161261,21,Evening,30,Thursday,5,2019,spring,False,east,seacost
Phoenix,293.36011949031075,1,Night,5,Wednesday,1,2022,winter,True,southwestern,inland
Chicago,344.29448988720435,3,Night,27,Saturday,11,2021,autumn,True,midwest,seacost
New York,426.4642643436496,19,Evening,26,Friday,6,2015,summer,True,east,seacost
Houston,111.71824738926352,21,Evening,5,Monday,12,2022,winter,False,south,seacost
San Diego,304.923776915878,19,Evening,26,Monday,11,2018,autumn,False,southwestern,seacost
Phoenix,151.32652332780586,18,Evening,12,Saturday,9,2015,autumn,False,southwestern,inland
Phoenix,212.9294428619717,0,Night,17,Saturday,3,2018,spring,False,southwestern,inland
San Jose,245.4090867481664,11,Morning,21,Monday,11,2022,autumn,False,west,seacost
Houston,143.8066394099748,13,Afternoon,6,Thursday,12,2018,winter,False,south,seacost
Los Angeles,264.45824254033704,19,Evening,28,Tuesday,7,2020,summer,False,west,seacost
New York,298.528898152912,22,Evening,31,Thursday,10,2019,autumn,False,east,seacost
San Antonio,297.9531013695249,23,Evening,20,Thursday,7,2017,summer,True,south,inland
Los Angeles,151.8686075587912,14,Afternoon,2,Sunday,5,2021,spring,False,west,seacost
Los Angeles,224.32345569123743,7,Morning,15,Sunday,1,2017,winter,False,west,seacost
Dallas,297.416645919431,16,Afternoon,14,Wednesday,1,2015,winter,True,south,inland
Chicago,278.32691955025024,16,Afternoon,13,Sunday,3,2016,spring,False,midwest,seacost
Los Angeles,371.47124891685087,3,Night,11,Monday,9,2017,autumn,True,west,seacost
Chicago,278.4698204543467,6,Morning,17,Friday,2,2017,winter,False,midwest,seacost
Philadelphia,327.47944037799454,13,Afternoon,2,Saturday,5,2015,spring,False,east,seacost
San Diego,278.018089999176,15,Afternoon,16,Thursday,8,2018,summer,False,southwestern,seacost
Chicago,169.1706462954234,8,Morning,14,Wednesday,11,2018,autumn,False,midwest,seacost
Philadelphia,340.601003817672,7,Morning,18,Thursday,6,2015,summer,True,east,seacost
Phoenix,213.56413093279383,0,Night,22,Friday,6,2018,summer,False,southwestern,inland
Dallas,140.69114263310254,20,Evening,22,Wednesday,2,2017,winter,False,south,inland
Philadelphia,339.2724469864252,2,Night,4,Saturday,11,2017,autumn,False,east,seacost
Houston,320.88890027976726,12,Afternoon,22,Monday,11,2021,autumn,True,south,seacost
Phoenix,169.23277452569317,22,Evening,1,Thursday,1,2015,winter,False,southwestern,inland
Phoenix,158.7024504172887,3,Night,8,Wednesday,8,2018,summer,False,southwestern,inland
Houston,127.99053920566456,3,Night,22,Saturday,6,2019,summer,False,south,seacost
Los Angeles,326.0575434058363,8,Morning,4,Wednesday,12,2019,winter,False,west,seacost
Philadelphia,379.3300208090892,4,Night,23,Tuesday,8,2016,summer,True,east,seacost
San Antonio,127.19853799832153,11,Morning,24,Tuesday,10,2017,autumn,False,south,inland
Dallas,216.73511889024945,22,Evening,10,Monday,9,2018,autumn,False,south,inland
San Antonio,119.64763693064955,10,Morning,30,Tuesday,1,2018,winter,False,south,inland
Philadelphia,138.86857496455212,3,Night,21,Wednesday,12,2022,winter,False,east,seacost
Phoenix,232.90021013352907,11,Morning,1,Friday,5,2020,spring,False,southwestern,inland
San Diego,382.95240909617934,7,Morning,18,Sunday,9,2016,autumn,True,southwestern,seacost
New York,251.2711608378089,9,Morning,18,Saturday,7,2020,summer,False,east,seacost
San Jose,412.72955232302974,9,Morning,12,Saturday,3,2022,spring,True,west,seacost
Phoenix,123.41061983020636,0,Night,1,Tuesday,3,2016,spring,False,southwestern,inland
Houston,162.35135002184478,3,Night,20,Monday,2,2017,winter,False,south,seacost
New York,420.48201807201553,1,Night,11,Sunday,2,2018,winter,True,east,seacost
Chicago,242.04237448576083,6,Morning,15,Wednesday,9,2021,autumn,False,midwest,seacost
Philadelphia,288.1300197872263,21,Evening,29,Tuesday,12,2015,winter,False,east,seacost
Houston,118.36401115935176,9,Morning,21,Tuesday,6,2022,summer,False,south,seacost
New York,188.5169730443667,9,Morning,28,Monday,8,2017,summer,False,east,seacost
New York,166.73724375025594,2,Night,25,Tuesday,10,2022,autumn,False,east,seacost
Houston,309.10016278892726,13,Afternoon,20,Friday,11,2015,autumn,True,south,seacost
San Jose,190.4384891612841,4,Night,31,Tuesday,7,2018,summer,False,west,seacost
Houston,296.92802185392605,14,Afternoon,17,Monday,10,2016,autumn,True,south,seacost
San Diego,238.28971582428684,3,Night,3,Saturday,9,2022,autumn,False,southwestern,seacost
Phoenix,260.119499273156,2,Night,8,Friday,5,2020,spring,False,southwestern,inland
San Diego,242.2121932878892,12,Afternoon,16,Monday,1,2017,winter,False,southwestern,seacost
Dallas,168.89048873243283,8,Morning,23,Wednesday,9,2020,autumn,False,south,inland
San Antonio,118.73214023781144,20,Evening,7,Monday,12,2015,winter,False,south,inland
New York,234.2119771722401,19,Evening,18,Monday,7,2016,summer,False,east,seacost
New York,291.443915015184,4,Night,29,Wednesday,4,2020,spring,False,east,seacost
Houston,289.851935757295,10,Morning,22,Monday,6,2015,summer,False,south,seacost
New York,285.7544864306094,4,Night,23,Monday,3,2015,spring,False,east,seacost
Philadelphia,382.5732494837806,6,Morning,7,Friday,10,2016,autumn,True,east,seacost
Houston,229.15926238806105,19,Evening,8,Saturday,6,2019,summer,False,south,seacost
Philadelphia,136.48586375097528,14,Afternoon,12,Monday,12,2016,winter,False,east,seacost
San Jose,274.6101900573817,22,Evening,13,Sunday,9,2015,autumn,False,west,seacost
San Jose,356.6697322159541,20,Evening,4,Tuesday,2,2020,winter,False,west,seacost
Phoenix,146.85832924996495,14,Afternoon,17,Friday,4,2015,spring,False,southwestern,inland
Phoenix,239.72599016963173,9,Morning,24,Tuesday,1,2017,winter,False,southwestern,inland
San Diego,281.0352454508245,11,Morning,16,Sunday,6,2019,summer,False,southwestern,seacost
Philadelphia,136.69182165160998,17,Afternoon,30,Friday,3,2018,spring,False,east,seacost
Chicago,305.84470787524936,17,Afternoon,26,Wednesday,7,2017,summer,False,midwest,seacost
San Antonio,212.07474076281505,1,Night,27,Wednesday,12,2023,winter,False,south,inland
Phoenix,116.49870061621868,7,Morning,18,Thursday,2,2016,winter,False,southwestern,inland
San Antonio,195.04280669245452,15,Afternoon,20,Saturday,10,2018,autumn,False,south,inland
Dallas,173.2044339904443,19,Evening,21,Saturday,5,2022,spring,False,south,inland
Philadelphia,358.7172010728626,3,Night,24,Tuesday,2,2015,winter,True,east,seacost
Chicago,188.3824926737397,4,Night,31,Tuesday,1,2023,winter,False,midwest,seacost
San Jose,432.5061212922597,18,Evening,25,Sunday,6,2023,summer,True,west,seacost
Phoenix,209.2265498694225,19,Evening,18,Monday,1,2021,winter,False,southwestern,inland
San Jose,247.0841128640164,5,Night,13,Monday,6,2016,summer,False,west,seacost
New York,394.0635052252732,2,Night,12,Thursday,5,2016,spring,True,east,seacost
Chicago,287.3760908077838,10,Morning,15,Friday,10,2021,autumn,False,midwest,seacost
San Antonio,182.7924991391759,16,Afternoon,5,Sunday,5,2019,spring,False,south,inland
Phoenix,225.9236605413186,19,Evening,1,Tuesday,8,2023,summer,False,southwestern,inland
Dallas,281.28853808622193,20,Evening,19,Wednesday,4,2017,spring,False,south,inland
San Diego,378.43618239937695,17,Afternoon,13,Thursday,4,2023,spring,True,southwestern,seacost
New York,394.9238141142191,1,Night,15,Monday,1,2018,winter,True,east,seacost
Los Angeles,186.501584806157,20,Evening,30,Thursday,12,2021,winter,False,west,seacost
Phoenix,265.67791050071713,3,Night,22,Friday,1,2021,winter,True,southwestern,inland
Dallas,122.89839295442988,3,Night,13,Friday,7,2018,summer,False,south,inland
New York,210.0512044651706,12,Afternoon,14,Friday,10,2016,autumn,False,east,seacost
Dallas,247.0438784145176,18,Evening,17,Wednesday,1,2018,winter,False,south,inland
New York,184.4077576340713,1,Night,6,Tuesday,11,2018,autumn,False,east,seacost
Los Angeles,308.937326615736,22,Evening,29,Monday,10,2018,autumn,False,west,seacost
New York,242.3897074090692,12,Afternoon,20,Monday,9,2021,autumn,False,east,seacost
San Diego,260.25064384330153,8,Morning,1,Friday,12,2023,winter,False,southwestern,seacost
San Diego,228.24242096473384,5,Night,18,Friday,2,2022,winter,False,southwestern,seacost
Philadelphia,148.24512764487517,1,Night,31,Tuesday,12,2019,winter,False,east,seacost
Los Angeles,280.212450818149,15,Afternoon,3,Saturday,12,2016,winter,False,west,seacost
New York,439.0798333184662,14,Afternoon,8,Saturday,1,2022,winter,True,east,seacost
Dallas,244.592336595228,0,Night,25,Friday,11,2022,autumn,False,south,inland
San Jose,240.0095614851376,21,Evening,29,Thursday,9,2016,autumn,False,west,seacost
San Diego,407.7219535547253,19,Evening,5,Friday,1,2018,winter,True,southwestern,seacost
New York,266.77117558566823,20,Evening,12,Saturday,11,2016,autumn,False,east,seacost
San Jose,359.25532016065307,10,Morning,10,Friday,9,2021,autumn,False,west,seacost
Phoenix,226.8225609844889,13,Afternoon,7,Thursday,1,2021,winter,False,southwestern,inland
New York,435.87325441165547,19,Evening,5,Tuesday,11,2019,autumn,True,east,seacost
New York,424.3808083484511,5,Night,30,Thursday,6,2022,summer,True,east,seacost
Phoenix,129.60081127000623,1,Night,8,Wednesday,9,2021,autumn,False,southwestern,inland
San Jose,175.70576241882674,7,Morning,18,Saturday,7,2015,summer,False,west,seacost
Chicago,314.3141586717191,6,Morning,10,Thursday,12,2020,winter,True,midwest,seacost
Phoenix,280.9886426593646,13,Afternoon,26,Wednesday,8,2020,summer,True,southwestern,inland
Los Angeles,278.03260909841185,4,Night,22,Friday,7,2022,summer,False,west,seacost
San Antonio,238.15225476675505,4,Night,25,Saturday,9,2021,autumn,False,south,inland
San Jose,170.93648405352548,11,Morning,25,Wednesday,11,2020,autumn,False,west,seacost
Houston,158.35696752842384,19,Evening,23,Wednesday,8,2023,summer,False,south,seacost
Dallas,142.86276282447866,3,Night,20,Thursday,12,2018,winter,False,south,inland
San Jose,330.3481750650102,14,Afternoon,23,Friday,12,2016,winter,False,west,seacost
San Jose,209.26196812983216,18,Evening,19,Monday,9,2016,autumn,False,west,seacost
Houston,123.16618942118714,22,Evening,30,Wednesday,3,2016,spring,False,south,seacost
Los Angeles,224.61803916608292,22,Evening,2,Thursday,3,2023,spring,False,west,seacost
Phoenix,235.44248582279056,20,Evening,1,Tuesday,12,2020,winter,False,southwestern,inland
Philadelphia,280.2445683080822,16,Afternoon,15,Thursday,12,2016,winter,False,east,seacost
